Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Referee,Match Report,Notes,Shots on target against,Saves,Save %,Clean sheets,PSxG,PSxG+/-,40+ yard GK passes completed,40+ yard GK passes attempted,40+ yard GK completion %,GK open play passes attempted,GK throws attempted,% of passes launched by GK,Average length of GK pass,Goalkicks attempted,% of goakicks launched,Average length of goalkicks,Opposition crosses into area,Penalty area crosses stopped,Penalty area crosses stopped %,Def actions outside penalty area by GK,Average distance of GK def actions,Goals,Pens scored,Pens attempted,Shots,Shots on target,Free-kick shots,Shot on target %,Goals/Shot,Goals/Shots on target,npxG,npxG/Shot,Goals-xG,np:Goals-xG,Total passes completed,Total passes attempted,Total pass %,Total distance of passes,Progressive distance of passes,Short passes completed,Short passes attempted,Short pass %,Medium passes completed,Medium passes attempted,Medium pass %,Long passes completed,Long passes attempted,Long pass %,Assists,xA,Key passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Live passes,Dead ball passes,Free-kick passes,Through balls,Passes under pressure,Switches,Crosses,Corners,In-swinging corners,Out-swinging corners,Straight corners,Ground passes,Low passes,High passes,Left foot passes,Right foot passes,Headed passes,Throws taken,Other body part passes,Offsides,Out of bounds passes,Intercepted passes,Blocked passes,SCA,Live pass SCA,Dead ball SCA,Dribble SCA,Shot SCA,Foul SCA,GCA,Live pass GCA,Dead ball GCA,Dribble GCA,Shot GCA,Foul GCA,Own goal GCA,Tackles attempted,Tackles won,Tackles in def 3rd,Tackles in mid 3rd,Tackles in final 3rd,Tackles won against dribbles,Tackles attempted vs dribbles,Tackle% against dribbles,# Dribbled past,Pressures,Successful pressures,Pressure success %,Pressures in def 3rd,Pressures in mid 3rd,Pressures in final 3rd,Blocks,Shots blocked,Shots on target blocked,Passes blocked,Interceptions,Clearances,Errors,Touches,Touches in def area,Touches in def 3rd,Touches in middle 3rd,Touches in final 3rd,Touches in opposition pen area,Live ball touches,Successful dribbles,Attempted dribbles,Dribble success %,#Players dribbled past,Nutmegs,Carries,Total distance of carries,Progressive distance of carries,Targets,Balls received %,Miscontrols,Dispossessed,Points taken
2020-01-21,19:30 (01:00),Matchweek 24,Tue,Home,W,3,1,Brighton,1.7,1.3,34,10065.0,Simon Francis,4-4-1-1,Kevin Friend,Match Report,,7,6,0.857,0,2.3,1.3,11,25,44.0,25,3,64.0,53.8,10,90.0,60.8,10,1,10.0,1,13.3,2,0,0,11,3,0,27.3,0.18,0.67,1.7,0.15,0.3,0.3,215,316,68.0,4259,1849,4,15,26.7,165,205,80.5,46,96,47.9,1,0.7,7,13,8,2,27,273,43,14,1,80,4,10,5,2,0,2,154,55,107,104,157,24,12,3,2,10,5,13,18,12,2,1,1,1,5,2,0,1,1,0,1,24,11,7,11,6,4,15,26.7,11,208,50,24.0,53,93,62,26,8,0,18,19,23,0,461,76,183,164,132,28,420,6,14,42.9,7,1,220,1188,634,277,77.6,14,10,3
2020-02-01,15:00 (20:30),Matchweek 25,Sat,Home,W,2,1,Aston Villa,2.2,1.5,40,10722.0,Simon Francis,4-3-3,Anthony Taylor,Match Report,,5,4,0.8,0,0.9,-0.1,10,32,31.3,22,3,81.8,62.0,14,100.0,73.3,9,0,0.0,0,15.1,2,0,0,16,6,2,37.5,0.13,0.33,2.2,0.14,-0.2,-0.2,218,324,67.3,4164,1876,7,26,26.9,167,204,81.9,44,94,46.8,1,1.4,8,16,6,1,36,268,56,16,1,77,7,13,1,0,0,0,147,76,101,105,159,14,23,6,0,10,5,17,22,13,2,1,2,4,3,2,0,0,1,0,0,18,12,9,6,3,7,17,41.2,10,129,28,21.7,59,41,29,25,4,1,21,21,67,0,493,86,197,155,155,26,437,9,16,56.3,9,2,233,1208,631,283,77.0,11,7,3
2020-02-09,14:00 (19:30),Matchweek 26,Sun,Away,L,1,2,Sheffield Utd,1.2,1.8,45,30361.0,Simon Francis,4-5-1,Jonathan Moss,Match Report,,5,3,0.6,0,2.1,0.1,4,16,25.0,17,3,58.8,50.9,8,75.0,63.8,11,1,9.1,0,12.8,1,0,0,10,2,0,20.0,0.1,0.5,1.2,0.12,-0.2,-0.2,308,430,71.6,6232,2236,3,19,15.8,234,287,81.5,71,124,57.3,0,0.9,8,26,6,1,42,383,47,10,0,78,16,15,4,0,0,2,230,75,125,168,179,37,22,4,1,14,8,12,13,10,1,1,1,0,1,0,0,0,1,0,0,11,7,3,6,2,0,14,0.0,14,144,40,27.8,52,60,32,31,7,1,24,8,54,0,580,88,224,226,156,26,535,7,13,53.8,9,0,290,1802,991,372,82.8,9,14,0
2020-02-22,15:00 (20:30),Matchweek 27,Sat,Away,L,0,3,Burnley,1.8,2.6,57,18227.0,Simon Francis,4-3-3,Mike Dean,Match Report,,9,7,0.778,0,3.4,0.4,4,15,26.7,26,10,42.3,35.7,5,80.0,63.4,11,1,9.1,0,12.7,0,0,0,12,4,1,33.3,0.0,0.0,1.8,0.15,-1.8,-1.8,369,478,77.2,6467,2328,12,25,48.0,277,325,85.2,80,128,62.5,0,1.6,9,23,7,1,50,434,44,9,1,80,8,19,3,1,1,0,266,70,142,117,278,37,23,12,1,8,7,13,18,16,0,1,0,1,0,0,0,0,0,0,0,14,10,9,4,1,6,15,40.0,9,118,40,33.9,51,46,21,15,4,0,11,7,36,1,602,73,229,243,167,23,557,6,12,50.0,8,0,344,2389,1246,414,89.1,12,16,0
2020-02-29,15:00 (20:30),Matchweek 28,Sat,Home,D,2,2,Chelsea,2.0,1.9,27,10667.0,Steve Cook,4-3-3,Andre Marriner,Match Report,,6,4,0.667,0,1.7,-0.3,9,20,45.0,16,2,68.8,51.6,9,100.0,75.3,16,0,0.0,0,9.2,2,0,0,9,5,0,55.6,0.22,0.4,2.0,0.22,0.0,0.0,228,323,70.6,4730,2068,4,15,26.7,165,203,81.3,59,105,56.2,2,1.5,7,18,8,3,34,283,40,7,0,89,4,11,4,0,3,0,132,79,112,67,185,37,17,5,0,11,5,10,14,12,1,0,1,0,3,2,1,0,0,0,0,10,8,3,6,1,2,13,15.4,11,244,43,17.6,90,89,65,31,6,0,25,11,53,1,480,96,202,194,109,15,440,10,26,38.5,13,2,242,1472,679,293,77.8,19,10,1
2020-03-07,12:30 (18:00),Matchweek 29,Sat,Away,L,1,2,Liverpool,1.3,1.2,27,53323.0,Steve Cook,4-1-4-1,Paul Tierney,Match Report,,6,4,0.667,0,1.8,-0.2,6,23,26.1,16,1,93.8,69.3,8,100.0,82.4,10,1,10.0,1,20.5,1,0,0,6,3,0,50.0,0.17,0.33,1.3,0.22,-0.3,-0.3,166,287,57.8,3150,1472,5,10,50.0,133,185,71.9,28,92,30.4,1,1.3,6,11,2,1,19,245,42,11,4,63,8,14,4,1,2,0,120,61,106,63,167,22,16,1,5,13,10,3,11,9,1,1,0,0,2,2,0,0,0,0,0,16,8,11,5,0,6,20,30.0,14,153,34,22.2,77,57,19,21,4,0,17,12,34,1,398,81,188,133,90,10,357,7,12,58.3,8,0,176,1124,597,247,67.2,11,6,0
2020-06-20,19:45 (00:15),Matchweek 30,Sat,Home,L,0,2,Crystal Palace,0.9,0.6,59,,Steve Cook,4-1-4-1,Stuart Attwell,Match Report,,2,0,0.0,0,0.9,-1.1,6,9,66.7,14,2,57.1,42.1,5,20.0,38.6,2,0,0.0,0,18.0,0,0,0,12,1,1,8.3,0.0,0.0,0.9,0.07,-0.9,-0.9,426,515,82.7,8379,2563,6,19,31.6,324,364,89.0,96,132,72.7,0,0.7,10,34,7,1,42,459,56,17,0,68,17,16,11,3,6,0,321,100,94,114,350,20,20,4,1,7,5,13,16,10,5,0,0,1,0,0,0,0,0,0,0,17,10,10,2,5,1,6,16.7,5,196,69,35.2,65,68,63,14,1,0,13,7,15,1,633,32,142,319,227,28,577,15,28,53.6,16,1,396,2853,1541,485,87.8,22,8,0
2020-06-24,18:00 (22:30),Matchweek 31,Wed,Away,L,0,1,Wolves,0.1,1.1,46,,Steve Cook,4-5-1,Michael Oliver,Match Report,,2,1,0.5,0,0.8,-0.2,7,21,33.3,26,5,50.0,43.7,9,88.9,68.2,11,1,9.1,1,19.4,0,0,0,4,0,0,0.0,0.0,,0.1,0.03,-0.1,-0.1,299,397,75.3,5975,2116,5,19,26.3,213,247,86.2,81,131,61.8,0,0.1,3,22,4,1,30,343,54,13,1,47,9,16,4,2,2,0,203,91,103,94,235,19,26,5,1,6,1,13,5,3,1,1,0,0,0,0,0,0,0,0,0,21,12,12,8,1,9,22,40.9,13,165,41,24.8,58,74,33,12,1,0,11,4,17,1,499,64,154,248,129,10,445,11,23,47.8,12,1,292,1814,923,346,86.4,11,12,0
2020-07-01,18:00 (22:30),Matchweek 32,Wed,Home,L,1,4,Newcastle Utd,1.2,1.4,55,,Steve Cook,4-4-2,Kevin Friend,Match Report,,7,3,0.429,0,2.5,-1.5,2,9,22.2,31,11,25.8,32.3,4,25.0,33.3,2,0,0.0,0,15.8,1,0,0,12,1,1,8.3,0.08,1.0,1.2,0.11,-0.2,-0.2,441,535,82.4,8493,2598,8,16,50.0,323,360,89.7,110,159,69.2,1,0.7,9,40,5,1,36,491,44,10,0,121,9,16,6,5,0,0,392,63,80,175,288,27,19,12,1,7,6,6,20,14,1,2,1,2,1,0,0,0,1,0,0,15,12,6,8,1,3,14,21.4,11,155,45,29.0,34,82,39,10,2,0,8,8,13,0,630,55,217,291,161,24,588,13,20,65.0,13,0,473,2597,1434,471,93.6,14,11,0
2020-07-04,15:00 (19:30),Matchweek 33,Sat,Away,L,2,5,Manchester Utd,1.1,2.3,31,,Nathan Aké,4-4-2,Mike Dean,Match Report,,9,5,0.556,0,3.3,-1.7,5,17,29.4,19,6,68.4,45.6,7,57.1,50.0,7,0,0.0,0,11.6,2,1,1,6,2,0,33.3,0.17,0.5,0.3,0.07,0.9,0.7,229,315,72.7,4307,1831,6,10,60.0,176,213,82.6,47,92,51.1,1,0.1,2,17,1,0,23,278,37,6,0,33,3,9,3,1,0,1,188,50,77,107,165,10,15,8,4,8,6,5,6,3,0,1,2,0,2,0,0,1,1,0,0,10,7,7,2,1,7,20,35.0,13,142,29,20.4,52,55,35,16,5,0,11,11,19,0,411,82,169,160,101,15,374,7,12,58.3,7,3,237,1469,776,290,79.0,14,9,0
2020-07-09,18:00 (22:30),Matchweek 34,Thu,Home,D,0,0,Tottenham,1.2,0.6,37,,Nathan Aké,4-4-2,Paul Tierney,Match Report,,0,0,,1,0.0,0.0,4,24,16.7,19,2,73.7,55.6,10,100.0,70.4,2,0,0.0,0,12.0,0,0,0,9,2,0,22.2,0.0,0.0,1.2,0.14,-1.2,-1.2,212,317,66.9,3896,1687,5,19,26.3,160,196,81.6,47,102,46.1,0,1.2,7,15,3,1,32,262,55,14,1,31,7,21,8,7,0,0,166,48,103,98,170,10,22,3,1,8,1,17,12,5,4,1,1,1,0,0,0,0,0,0,0,18,14,7,5,6,6,12,50.0,6,190,78,41.1,69,76,45,20,6,0,14,12,24,0,448,63,182,134,154,25,394,7,19,36.8,8,1,253,1493,729,265,80.0,16,7,1
2020-07-12,19:00 (23:30),Matchweek 35,Sun,Home,W,4,1,Leicester City,1.9,1.4,44,,Nathan Aké,4-4-2,Stuart Attwell,Match Report,,5,4,0.8,0,1.6,0.6,6,22,27.3,30,6,60.0,49.0,5,80.0,61.2,7,0,0.0,0,11.0,3,1,1,8,3,0,37.5,0.25,0.67,1.1,0.16,1.1,0.9,340,473,71.9,6708,2660,6,23,26.1,260,316,82.3,74,134,55.2,1,0.4,5,24,5,2,41,425,48,12,2,68,9,15,2,1,1,0,252,113,108,158,226,34,27,7,2,15,7,16,13,9,1,1,1,1,5,2,0,1,1,1,0,6,6,3,3,0,2,9,22.2,7,216,66,30.6,56,91,69,20,5,0,15,11,13,2,572,66,186,273,144,20,525,16,21,76.2,16,1,357,2214,1056,461,73.8,23,14,3
2020-07-15,18:00 (22:30),Matchweek 36,Wed,Away,L,1,2,Manchester City,1.8,0.7,29,,Steve Cook,3-4-3,Lee Mason,Match Report,,3,1,0.33299999999999996,0,0.7,-1.3,10,27,37.0,22,1,90.9,58.1,7,100.0,75.3,9,1,11.1,1,22.0,1,0,0,14,3,1,21.4,0.07,0.33,1.8,0.13,-0.8,-0.8,200,311,64.3,3988,1869,3,11,27.3,150,199,75.4,47,101,46.5,1,1.4,8,17,14,3,39,265,46,11,7,58,5,20,5,2,3,0,134,68,109,90,152,24,20,7,2,4,4,9,19,15,1,1,1,1,2,2,0,0,0,0,0,11,7,7,4,0,2,13,15.4,11,162,34,21.0,44,84,34,14,1,0,13,13,13,0,396,34,109,157,143,37,350,10,15,66.7,11,0,200,1168,565,292,68.5,5,9,0
2019-08-10,17:30 (22:00),Matchweek 1,Sat,Away,L,1,3,Tottenham,0.6,2.6,30,60407.0,Jack Grealish,4-1-4-1,Chris Kavanagh,Match Report,,7,4,0.5710000000000001,0,2.7,-0.3,7,25,28.0,22,2,68.2,55.6,13,76.9,60.2,16,2,12.5,1,10.0,1,0,0,7,4,0,57.1,0.14,0.25,0.6,0.08,0.4,0.4,212,277,76.5,4492,1718,4,12,33.3,152,174,87.4,56,91,61.5,1,0.5,5,15,4,2,14,237,40,14,3,68,9,7,0,0,0,0,175,37,65,94,154,8,9,4,0,10,3,5,8,7,0,1,0,0,2,1,0,1,0,0,0,25,12,14,9,2,12,25,48.0,13,153,21,13.7,69,66,18,27,13,1,14,12,40,0,417,108,221,156,68,9,379,7,9,77.8,7,0,247,1458,860,263,80.6,11,13,0
2019-08-17,15:00 (19:30),Matchweek 2,Sat,Home,L,1,2,Bournemouth,1.8,1.3,63,40996.0,Jack Grealish,4-3-3,Martin Atkinson,Match Report,,3,2,0.667,0,1.6,-0.4,4,11,36.4,17,2,47.1,37.5,6,50.0,45.2,6,0,0.0,0,,1,0,0,22,7,1,31.8,0.05,0.14,1.8,0.08,-0.8,-0.8,440,545,80.7,9536,3076,6,20,30.0,305,341,89.4,129,184,70.1,1,1.5,18,35,15,7,54,486,59,14,0,145,28,34,10,5,1,0,335,85,125,171,316,12,26,3,5,7,11,15,38,31,3,0,1,3,2,2,0,0,0,0,0,13,8,7,4,2,3,5,60.0,2,104,40,38.5,45,31,28,12,5,0,7,7,22,1,663,50,216,289,208,34,606,4,14,28.6,4,0,412,2684,1495,514,85.6,13,5,0
2019-08-23,20:00 (00:30),Matchweek 3,Fri,Home,W,2,0,Everton,0.9,1.0,37,41922.0,Jack Grealish,4-1-4-1,Michael Oliver,Match Report,,0,0,,1,0.0,0.0,8,25,32.0,25,2,60.0,48.5,11,90.9,65.1,12,0,0.0,0,9.0,2,0,0,7,3,0,42.9,0.29,0.67,0.9,0.13,1.1,1.1,235,335,70.1,5273,2228,6,12,50.0,154,193,79.8,75,130,57.7,2,0.9,7,16,6,1,35,283,52,19,2,46,11,7,0,0,0,0,178,50,107,95,191,18,21,2,8,9,2,5,13,11,1,1,0,0,4,3,0,1,0,0,0,10,5,7,2,1,0,18,0.0,18,213,60,28.2,102,83,28,22,5,0,17,13,30,0,453,78,184,191,108,18,403,14,23,60.9,15,0,244,1936,1041,324,72.5,15,5,3
2019-08-31,15:00 (19:30),Matchweek 4,Sat,Away,L,0,1,Crystal Palace,0.3,1.4,47,25248.0,Jack Grealish,4-3-3,Kevin Friend,Match Report,,5,4,0.8,0,1.1,0.1,7,17,41.2,23,3,52.2,44.3,11,45.5,47.7,15,0,0.0,0,7.5,0,0,0,10,2,2,20.0,0.0,0.0,0.3,0.03,-0.3,-0.3,310,383,80.9,6783,2239,9,17,52.9,205,226,90.7,96,140,68.6,0,0.2,8,35,6,2,29,329,54,14,0,32,14,15,2,1,1,0,252,62,69,127,212,5,25,5,0,3,7,11,19,12,2,2,0,3,0,0,0,0,0,0,0,15,8,7,4,4,4,14,28.6,10,129,29,22.5,54,57,18,23,8,0,15,16,36,2,523,95,194,222,149,14,468,12,14,85.7,14,0,320,2274,1240,366,84.7,8,17,0
2019-09-16,20:00 (00:30),Matchweek 5,Mon,Home,D,0,0,West Ham,1.0,0.5,47,42010.0,Jack Grealish,4-3-3,Mike Dean,Match Report,,1,1,1.0,1,0.1,0.1,2,10,20.0,17,4,41.2,38.8,8,37.5,40.3,9,0,0.0,0,6.3,0,0,0,10,4,0,40.0,0.0,0.0,1.0,0.1,-1.0,-1.0,351,448,78.3,7054,2450,2,18,11.1,253,290,87.2,96,140,68.6,0,1.0,8,32,10,2,39,407,41,14,3,146,8,17,2,1,0,0,308,64,76,181,222,12,16,8,2,13,5,18,17,14,2,0,0,1,0,0,0,0,0,0,0,19,16,10,6,3,5,21,23.8,16,215,62,28.8,73,89,53,23,9,0,14,13,19,0,560,58,186,263,162,23,521,11,20,55.0,13,2,371,2566,1506,432,81.3,9,15,1
2019-09-22,16:30 (21:00),Matchweek 6,Sun,Away,L,2,3,Arsenal,1.2,2.3,41,60331.0,Jack Grealish,4-3-3,Jonathan Moss,Match Report,,4,2,0.5,0,2.0,-1.0,6,18,33.3,16,7,62.5,44.9,12,66.7,52.3,12,1,8.3,0,10.5,2,0,0,14,9,1,64.3,0.14,0.22,1.2,0.08,0.8,0.8,275,352,78.1,5757,2202,4,7,57.1,200,225,88.9,71,120,59.2,2,1.0,11,24,10,3,36,310,42,14,0,55,17,25,4,2,0,1,229,47,76,118,199,15,8,10,0,10,7,1,25,20,1,3,0,1,4,4,0,0,0,0,0,18,12,12,4,2,8,22,36.4,14,116,28,24.1,51,38,27,24,7,0,17,15,27,1,470,76,174,208,126,20,432,13,15,86.7,14,0,307,2177,1343,336,81.8,5,17,0
2019-09-28,15:00 (19:30),Matchweek 7,Sat,Home,D,2,2,Burnley,0.7,1.3,61,41546.0,Jack Grealish,4-3-3,Lee Mason,Match Report,,3,1,0.33299999999999996,0,1.1,-0.9,3,15,20.0,14,3,42.9,37.1,9,100.0,72.0,3,0,0.0,2,23.5,2,0,0,16,3,0,18.8,0.13,0.67,0.7,0.05,1.3,1.3,358,464,77.2,7167,1983,8,17,47.1,251,290,86.6,99,157,63.1,2,0.7,14,21,9,4,45,405,59,16,0,90,16,27,7,2,2,0,289,62,113,208,194,24,24,4,2,15,8,11,28,24,2,1,0,1,4,4,0,0,0,0,0,16,12,7,7,2,6,12,50.0,6,163,59,36.2,51,86,26,13,3,0,10,11,18,0,585,48,182,267,183,17,528,9,16,56.3,9,0,380,2700,1472,414,86.5,12,11,1
2019-10-05,15:00 (19:30),Matchweek 8,Sat,Away,W,5,1,Norwich City,3.0,3.2,43,27045.0,Jack Grealish,4-3-3,Andy Madley,Match Report,,4,3,0.75,0,1.5,0.5,9,26,34.6,22,5,77.3,53.4,10,90.0,62.6,8,0,0.0,0,12.8,5,0,1,21,10,0,47.6,0.24,0.5,2.1,0.11,2.0,2.9,291,375,77.6,6296,2379,6,17,35.3,207,229,90.4,78,129,60.5,5,1.5,15,22,11,2,39,322,53,13,0,39,15,17,6,3,1,0,239,50,86,147,183,12,22,6,1,5,8,7,32,25,1,1,3,2,9,9,0,0,0,0,0,17,10,11,1,5,4,20,20.0,16,154,46,29.9,64,49,41,23,9,0,14,12,37,2,515,90,190,196,163,29,461,9,13,69.2,9,0,295,1843,1002,348,83.6,8,17,3
2019-10-19,15:00 (19:30),Matchweek 9,Sat,Home,W,2,1,Brighton,2.6,1.3,49,41826.0,Jack Grealish,4-3-3,David Coote,Match Report,,6,5,0.833,0,1.8,0.8,2,10,20.0,16,6,37.5,35.1,9,44.4,48.4,9,1,11.1,0,12.4,2,0,0,23,8,3,34.8,0.09,0.25,2.6,0.12,-0.6,-0.6,395,489,80.8,7801,2360,2,7,28.6,298,337,88.4,95,145,65.5,2,2.1,17,39,14,5,51,442,47,14,0,103,19,31,7,5,0,1,362,47,80,214,235,13,15,8,1,10,12,9,39,29,0,3,2,5,4,3,0,1,0,0,0,7,6,5,2,0,1,9,11.1,8,165,49,29.7,47,62,56,23,9,0,14,11,17,0,606,71,163,252,241,42,558,17,18,94.4,17,0,445,3239,1849,472,83.7,12,9,3
2019-10-26,12:30 (17:00),Matchweek 10,Sat,Away,L,0,3,Manchester City,1.0,2.6,36,54506.0,Jack Grealish,4-1-4-1,Graham Scott,Match Report,,10,7,0.7,0,2.5,-0.5,10,18,55.6,27,6,37.0,37.2,12,66.7,51.4,8,1,12.5,1,13.2,0,0,0,11,5,0,45.5,0.0,0.0,1.0,0.09,-1.0,-1.0,286,362,79.0,5957,2092,4,13,30.8,209,237,88.2,73,112,65.2,0,0.3,5,15,9,4,24,314,48,11,0,30,11,17,7,4,1,0,236,51,75,138,188,14,14,7,2,4,6,11,15,10,1,1,3,0,0,0,0,0,0,0,0,8,5,7,1,0,3,15,20.0,12,83,10,12.0,42,24,17,18,8,0,10,14,34,0,490,113,237,175,112,19,444,10,14,71.4,11,0,304,1929,986,324,88.3,10,11,0
2019-11-02,15:00 (20:30),Matchweek 11,Sat,Home,L,1,2,Liverpool,0.8,2.5,28,41878.0,Tyrone Mings,4-3-3,Jonathan Moss,Match Report,,6,4,0.667,0,1.6,-0.4,12,37,32.4,24,2,83.3,60.2,18,94.4,70.3,18,1,5.6,0,9.8,1,0,0,5,2,0,40.0,0.2,0.5,0.8,0.15,0.2,0.2,150,262,57.3,3561,1748,1,16,6.3,97,132,73.5,52,114,45.6,1,0.5,4,4,4,2,26,206,56,11,0,72,13,12,2,0,0,0,109,46,107,71,136,16,22,5,2,13,6,11,8,5,2,0,0,1,2,0,1,0,0,1,0,24,16,19,4,1,7,14,50.0,7,158,39,24.7,71,66,21,30,9,0,21,12,53,0,419,107,218,123,97,15,365,3,17,17.6,6,0,166,1235,620,229,65.5,20,7,0
2019-11-10,14:00 (19:30),Matchweek 12,Sun,Away,L,1,2,Wolves,0.6,1.9,51,31607.0,Tyrone Mings,4-3-3,Anthony Taylor,Match Report,,5,3,0.6,0,2.1,0.1,6,15,40.0,22,5,36.4,37.8,10,70.0,51.5,4,0,0.0,0,7.7,1,0,0,13,4,1,30.8,0.08,0.25,0.6,0.05,0.4,0.4,319,417,76.5,6812,2425,6,17,35.3,215,242,88.8,98,158,62.0,0,0.5,7,26,2,1,37,364,53,16,0,58,12,26,3,3,0,0,243,61,113,148,221,13,21,6,1,10,6,10,16,9,1,2,1,3,0,0,0,0,0,0,0,24,16,10,11,3,5,29,17.2,24,116,39,33.6,44,51,21,18,5,0,13,9,15,1,539,68,208,245,129,14,489,15,20,75.0,16,2,334,2296,1206,401,79.6,14,15,0
2019-11-25,20:00 (01:30),Matchweek 13,Mon,Home,W,2,0,Newcastle Utd,2.0,0.8,61,41821.0,Jack Grealish,4-3-3,Lee Mason,Match Report,,5,5,1.0,1,1.3,1.3,8,14,57.1,22,10,45.5,40.7,5,80.0,55.4,9,1,11.1,1,11.1,2,0,0,17,8,0,47.1,0.12,0.25,2.0,0.12,0.0,0.0,447,539,82.9,9608,3027,11,22,50.0,309,345,89.6,127,172,73.8,2,2.0,17,35,11,2,50,494,45,11,0,100,24,28,11,8,0,0,372,51,116,200,286,15,17,13,1,7,10,12,32,25,4,0,1,2,4,1,2,0,0,1,0,19,9,9,6,4,7,19,36.8,12,161,43,26.7,51,72,38,13,3,0,10,7,27,1,649,53,171,302,216,39,606,6,12,50.0,8,0,456,2854,1484,509,87.8,10,9,3
2019-12-01,16:30 (22:00),Matchweek 14,Sun,Away,D,2,2,Manchester Utd,1.2,1.7,38,73381.0,Jack Grealish,4-3-3,Craig Pawson,Match Report,,6,5,0.667,0,1.8,0.8,7,29,24.1,26,3,80.8,52.3,10,80.0,56.5,8,0,0.0,0,7.3,2,0,0,9,3,0,33.3,0.22,0.67,1.2,0.14,0.8,0.8,238,349,68.2,5019,1832,5,19,26.3,168,205,82.0,65,125,52.0,2,0.6,7,20,7,1,27,295,54,17,1,60,11,24,9,3,2,0,168,78,103,124,176,18,15,6,2,12,6,17,15,12,0,1,1,1,4,3,0,1,0,0,0,21,13,10,7,4,12,23,52.2,11,199,47,23.6,61,92,46,23,5,0,18,9,24,1,464,79,167,203,115,16,413,12,16,75.0,12,2,263,1750,823,324,73.5,13,1,1
2019-12-04,19:30 (01:00),Matchweek 15,Wed,Away,L,1,2,Chelsea,0.8,2.3,36,40628.0,Jack Grealish,4-3-3,Chris Kavanagh,Match Report,,9,6,0.778,0,2.7,0.7,12,20,60.0,19,3,68.4,47.3,8,87.5,66.0,9,0,0.0,0,,1,0,0,9,3,0,33.3,0.11,0.33,0.8,0.09,0.2,0.2,288,375,76.8,6094,2468,6,16,37.5,202,230,87.8,80,129,62.0,1,0.7,8,22,9,5,43,322,53,18,0,107,10,23,5,5,0,0,215,49,111,155,173,13,19,3,1,9,3,6,17,14,2,1,0,0,2,2,0,0,0,0,0,27,19,10,15,2,7,25,28.0,18,215,57,26.5,71,106,38,27,10,0,17,17,38,0,539,86,193,227,137,19,489,13,18,72.2,14,1,296,1452,666,326,88.3,13,21,0
2019-12-08,14:00 (19:30),Matchweek 16,Sun,Home,L,1,4,Leicester City,1.1,4.4,42,41908.0,Jack Grealish,4-1-4-1,Michael Oliver,Match Report,,8,4,0.5,0,4.5,0.5,7,28,25.0,23,5,73.9,52.6,11,100.0,65.2,8,1,12.5,3,16.2,1,0,0,15,2,0,13.3,0.07,0.5,1.1,0.07,-0.1,-0.1,257,357,72.0,5440,2119,6,14,42.9,183,222,82.4,68,121,56.2,1,1.0,14,22,13,2,43,298,59,15,0,107,18,30,8,3,2,1,209,75,73,93,213,11,20,9,0,7,10,9,25,17,4,2,0,2,1,1,0,0,0,0,0,14,10,5,5,4,8,21,38.1,13,232,50,21.6,74,113,45,14,7,0,7,8,20,1,478,78,150,168,185,40,420,19,32,59.4,22,1,281,1682,882,329,78.1,8,8,0
2019-12-14,15:00 (20:30),Matchweek 17,Sat,Away,L,0,2,Sheffield Utd,1.2,1.5,43,30396.0,Jack Grealish,4-3-3,Peter Bankes,Match Report,,3,1,0.33299999999999996,0,1.3,-0.7,9,25,36.0,26,5,69.2,53.3,11,63.6,49.9,19,3,15.8,0,16.0,0,0,1,7,0,0,0.0,0.0,,0.4,0.07,-1.2,-0.4,303,430,70.5,6543,2405,10,18,55.6,205,256,80.1,88,156,56.4,0,0.4,7,18,6,3,24,371,59,11,0,106,20,15,2,0,2,0,220,79,131,137,207,29,32,9,1,14,2,13,15,14,1,0,0,0,0,0,0,0,0,0,0,13,8,9,3,1,6,11,54.5,5,185,46,24.9,77,79,29,16,2,0,14,12,52,0,551,89,262,218,109,10,493,5,7,71.4,7,0,307,1952,964,396,76.5,6,14,0
2019-12-21,15:00 (20:30),Matchweek 18,Sat,Home,L,1,3,Southampton,1.1,3.0,57,41834.0,Jack Grealish,4-3-3,Craig Pawson,Match Report,,8,5,0.625,0,3.0,0.0,4,9,44.4,23,13,34.8,36.5,4,25.0,28.5,15,1,6.7,0,13.0,1,0,0,19,6,1,31.6,0.05,0.17,1.1,0.06,-0.1,-0.1,373,488,76.4,7703,2953,6,19,31.6,256,309,82.8,111,160,69.4,0,0.9,15,30,9,5,58,434,54,17,0,100,27,25,7,6,1,0,294,70,124,172,225,31,22,16,2,8,8,13,31,22,5,1,1,2,0,0,0,0,0,0,0,12,8,5,4,3,0,7,0.0,7,141,54,38.3,38,58,45,15,5,0,10,15,28,1,618,65,212,246,195,32,566,9,15,60.0,11,0,339,2141,1114,451,82.7,19,13,0
